question_id,folder_name,subject_name,question_type,hint_count
27a5f2a6-a35c-42c4-b00c-3010bb19f3a7,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
abea437a-de6d-44df-a007-7829cdce07b4,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
873c8ab5-6dd1-4731-add3-32cdeeab7c06,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
f40afaa0-285b-4ad7-bd53-b21a14e9953b,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
5b7fb73f-c7b9-45b6-8491-46afe71bc4f7,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
ac9e0a29-6c85-4529-bf65-0f2cd3470475,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
a5613929-d677-404c-9df2-b7d5525bf06f,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
88e209e4-6d6b-45f3-be71-f09847bb4a47,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
7dabe175-9f79-4de2-9d72-f73dea69a47e,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
a538fde4-262e-4e7e-9c31-af57b516bb32,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
d71ae077-d7d4-4805-8201-07de59c40f22,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
ba71682b-2916-46ce-9d06-701c90adff61,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
b41f4766-93d6-4ce9-bf9c-fd632113cf67,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
213d83e8-fe48-4480-9192-28c991bab20b,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
57b50c57-a689-4abf-a182-76c17303ed08,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
7987e3f0-b37e-4baa-9922-ddd62bdd4a71,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
15b45d7f-8db6-409a-9a96-bd3f4b3849cf,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
7030fe60-ce9b-462e-b13e-6f398ba9e77b,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
da7e4e03-bb25-4bf4-8c5c-5c3204057104,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
cf27a801-d19a-4c31-b896-5796fc9454c6,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
16e2a4d5-cb19-458e-832c-1ee3956cc226,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
83545359-e9f1-4e6f-a552-d4c242bab5c7,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
38f3d064-3157-4e77-9f93-7efe33287408,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
17ae735c-f7b4-4642-8daa-d6259c8298b8,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
65b118fa-5454-40f5-9a45-cf42a210d20a,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
a1646e60-3238-471e-9cdb-aca5c37c0d8d,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
3f10cc26-229a-4fc9-8b55-ee07cdd70111,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
05d3d957-e475-4a89-858d-50c279d8f422,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
f7d6814b-f96e-4360-83d0-bfa5868f6bae,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
7b393395-b114-4499-ba0c-15bfb397512a,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
d2111036-bff3-4a8b-9842-edef2426f5e2,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
b523f8a1-482c-4aa7-bc13-27a3d3dd00fd,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
dab73afe-b623-475c-9587-942cad0b88fa,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
f61b5896-6b79-4496-a524-8a6a45613f5c,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
f66d19ed-8728-4319-b03d-5eadfa646dfd,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
c6d658a6-477f-4cf2-8738-83f8a260a23a,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
6d217711-516e-464e-af3e-f8425debbb9d,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
1c50e269-625e-4800-bea9-07bd22c7bd77,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
ecc54e0c-caac-46c2-a9d9-b4e70f87ba7d,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
efbe7e0f-8432-44c3-b807-13f65c6f24a0,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
5ededd0d-b75f-4461-b1a8-e348684fdd9a,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
d3753ccf-f728-4990-9508-aff81d4bbfef,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
38f0f899-2d9b-42d5-a8e7-9222994b2b6f,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
45d1d13a-7d10-4127-98ce-7713c4bb38c0,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
1a27fc31-5e0c-42bc-9592-7b369948ad12,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
